id,uniform1,zeroes1,nulls1,new-normal1,uniform2,normal2,normal3,uniform3,catStr1,catStrSteady2,descStr1
3800,10,85,20,,29.948023209787817,10532,617,0.7423353498024811,pikers maid's blind's continence damage's,salaam's,skillet
3900,41,65,97,,38.53662313928992,-18339,-2638,0.9135054487708746,bride rehearsals precipitating atop umbilicus's,misjudgement's,fraud
4000,66,35,35,,13.624282814324031,21194,-9188,0.18619630755933436,determines admiration's liberally urchin Hermosillo,astronautics's,commingle
4100,62,56,78,,31.904800983521735,25016,6359,0.23782514460457727,dentist's hallow Jupiter's alligator's conservationist,statehood's,insensitivity's
4200,42,93,63,,37.06295801723628,-14145,-12015,0.39174110085047575,Case beefs Barbadian Peruvian skylarking,cents,above's
4300,88,70,15,,33.18960809420893,-6691,9166,0.4116352527308841,deepest recidivism usherettes Sharp Alhambra,misjudgement's,dovetails
4400,54,35,86,,35.89608335064756,-18131,-5955,0.2741673095888021,Yiddish polygraph's ratcheted Anglophile's Dane's,astronautics's,womanhood's
4500,7,46,60,,10.101131686729389,28178,-10859,0.9075995042524815,cerebella bullshitting cacao's aortas my,lamppost,fraud
4600,30,63,92,,3.0418289744742255,19360,1767,0.08682391176108017,outshining gearboxes unwieldiness's aesthete's guessed,misjudgement's,February
4700,22,1,9,,1.1890823076385226,3853,18852,0.3963095406999271,snobbishness's Duke jessamine's screening's ignominy,astronautics's,commingle
4800,76,77,78,,12.26455803268288,4755,-3117,0.4376537212572301,emotionalism's bo'sun's courageously guardianship agnostic's,humiliation's,holsters
4900,56,52,69,,12.867322842858107,12777,-3020,0.16756120584052725,communicant skydiver tourney pigeonholing plug's,quicksilver,holsters
5000,46,73,67,,35.06593684302834,-6335,-4034,0.23103931965599722,sanctuary abolished Malabar absolutest economies,lamppost,womanhood's
5100,0,57,9,,13.666607066546067,-387,-9554,0.27004011068211,stomachache's broiled anarchism's pinkies preambling,misjudgement's,skillet
5200,10,11,38,,25.756721419659275,-649,22070,0.9724901360156207,contaminate disinterment mantling dinker no's,humiliation's,February
5300,51,50,10,,4.540169078524863,-7639,-8380,0.8925729604722425,vim Normal's Cuisinart ascertains nectarine's,humiliation's,above's
5400,36,35,4,,16.17573970675579,1171,-2505,0.7319345104709012,teletype champagnes kiddos twinks subscribers,statehood's,womanhood's
5500,96,5,18,,7.497093255826135,-3890,7940,0.914880586701494,Vespasian Walgreens dale teed embattled,elopes,fraud
5600,18,76,3,,7.5478037416935395,1087,-5841,0.8371455773752394,executable reevaluates demilitarizing backslashes rescue,quicksilver,February
5700,18,14,92,,34.30394948477136,-4123,-7046,0.7278454421118075,dizzily Ira designers bonnier tidewater's,elopes,dovetails
5800,78,47,61,,35.678726369691766,25343,-12973,0.9602356883224978,explanation's twangs escrow's nursemaid's Geo's,misjudgement's,above's
5900,32,0,49,,0.6244780144246098,-11455,-1764,0.6958972898415566,snivels Aegean schmoozes carbides sparsity's,misjudgement's,womanhood's
6000,11,56,89,,4.837211766611258,-11687,-6459,0.0025042289157996,electioneered Gypsy's xxxiv floods postwar,salaam's,insensitivity's
6100,56,99,5,,1.263011233542799,16746,-139,0.18325762020872638,postmortem tidal entertain respectability's daguerreotype's,cents,February
6200,77,20,81,,21.490604872164504,-15110,-15982,0.43117222369196884,informs vanities Epiphany's jolly's hairballs,humiliation's,holsters
6300,55,50,8,,0.5510823493694872,-3492,18020,0.9387449283836662,patrolwoman's miniscule's confine's publican's excreting,lamppost,dovetails
6400,48,2,17,,34.51127263065832,10457,-11348,0.4163354693989272,Anaheim charmer casino's Myles raconteur's,lamppost,commingle
6500,93,49,83,,6.064251426082241,-6475,-11298,0.3588631084502103,entraps jingled Pythagoras's discombobulates implements,misjudgement's,February
6600,82,61,12,,2.153140685941004,-538,-4871,0.48631183324836014,Joaquin's lethargically reinvents measuring nonwhite's,perforated,holsters
6700,31,71,27,,12.718913067852725,-10147,6624,0.8193379936202884,Algonquian's turgid gumbo Micawber's outreach,lamppost,millionth
6800,34,30,43,,16.321851074398936,1771,8679,0.2714046658288549,Ferber speeder's monomaniac's casings policing,elopes,fraud
6900,65,9,15,,22.991664044890108,359,-14249,0.6766255000981536,ridgepole tread Inchon's Kinney fossilizes,salaam's,holsters
7000,85,16,83,,15.643805748204475,16093,1092,0.5037535747135662,conferments breathiest sarcophaguses rainstorms seventy's,salaam's,insensitivity's
7100,26,11,74,,31.86158651904964,-5527,-4662,0.6664795982153457,suspended survive moonscapes Aphrodite DeGeneres's,lamppost,dovetails
7200,7,88,18,,19.50800388042122,11345,1198,0.8759416247077393,Buchenwald's dandelion's muskets Aggie's Thoroughbred's,astronautics's,February
7300,4,75,81,,22.50249452001806,-9649,-9176,0.8568821426300036,metacarpal's pressman aromatic turboprops unutterably,misjudgement's,womanhood's
7400,77,10,10,,23.30813834897231,-6786,-10119,0.8233458411644169,fallible materialists effusiveness's huckster's breathlessness's,salaam's,skillet
7500,68,90,94,,26.318208717838452,-15871,10258,0.6757083664072809,slaloming curtailment Kissinger mammon scrimmages,cents,February
7600,72,78,13,,16.698050176780406,-4494,-11580,0.9873789579667742,parallels Citigroup civilities nominations Hamburgs,elopes,insensitivity's
7700,23,55,21,,28.23716083261141,-2646,-3833,0.21241046815455422,trousseaus rough's contiguous espousing genealogy,salaam's,millionth
7800,88,74,60,,21.920356580737085,-5771,2538,0.36946476573372444,serpents breaker's recitative's Siegfried's toddling,astronautics's,millionth
7900,21,69,74,,38.672590041376246,-3173,2867,0.9854592235189724,invitationals inquest's Sigmund organizer investor's,cents,fraud
8000,66,28,72,,1.7287963994463906,1532,3476,0.313303310675878,exclamation Eritrea collar outwards Ubangi's,lamppost,fraud
8100,66,28,62,,26.10253655455366,331,-4075,0.9293809086451761,ampere's proprietorship fired cookeries downfalls,elopes,millionth
8200,88,98,30,,22.299244445550354,1905,12627,0.9489775825534079,mocking tombstones scriptwriters hairpins tolerated,humiliation's,millionth
8300,93,62,70,,27.643851388203245,-19272,22781,0.5850657336215838,Elaine garner phosphorescent jest's Tod,cents,fraud
8400,62,97,87,,6.8690070829454974,7745,1273,0.533397006429432,maltreated thermodynamics's accosts goddamned apices,misjudgement's,millionth
8500,11,47,81,,19.16692892057858,6575,381,0.5456790441600512,stalemates iTunes alternative's Mendelssohn's Algol,perforated,holsters
8600,9,32,69,,16.804970931222005,9845,-4157,0.5545119797822957,Staci's belles monitor silk popularize,statehood's,dovetails
8700,57,83,7,,24.469663435257054,15865,-317,0.3117046640859188,casualty's wonderment deification entrant regrettable,humiliation's,womanhood's
8800,57,69,4,,0.05513216344308347,738,-1443,0.7602808971362816,economize Kinsey's demobilize likens journeys,statehood's,insensitivity's
8900,8,46,68,,19.982380574265196,20080,1619,0.36043763968462195,dory inclosure nips rabbited overrules,lamppost,commingle
9000,17,26,42,,18.70169648011448,-18074,4369,0.5812086637275146,goldenest redwoods solicitation Folgers's headsets,lamppost,dovetails
9100,77,27,53,,35.69930200752469,-604,253,0.37194060866065926,bicycle Chippewa's predicament amortize consuming,salaam's,commingle
9200,69,2,63,,14.88875959008601,-9449,8549,0.43944541716252217,Pharisee's poaching sulkiest Muhammadan's disorders,lamppost,womanhood's
9300,58,21,27,,11.494953132286758,-2555,-8965,0.5404001111301853,scrimshawing unknowings counterbalancing android's premiers,misjudgement's,womanhood's
9400,34,30,75,,5.484432030823494,8399,2059,0.9413609205155724,salamander Iranians concertos maddeningly huddling,lamppost,womanhood's
9500,63,75,5,,13.524588436132925,-14611,1869,0.9376004144359599,Maseru's unprepared perturbing advent pedigreed,perforated,commingle
9600,37,38,90,,11.47833087487031,-6757,1230,0.16331551568513925,Massenet Elizabeth's implication Kali fastness,lamppost,commingle
9700,37,69,2,,33.21644794045898,17129,879,0.3068197154223873,osteopaths cobblers Berry's intensively unearthing,cents,holsters
9800,99,93,99,,36.450968460156204,5830,14775,0.5976292674079208,cashiering cosmic a Horace's calligraphers,salaam's,insensitivity's
9900,48,93,77,,5.5605908552990035,-36015,-4931,0.667272202122993,Gloucester valet's Osborne's disobedience's somnolent,statehood's,fraud
10000,41,0,41,,24.43418883988317,-6052,-3476,0.6877017282078808,maraca paranormal rascals abrasiveness's ascents,misjudgement's,insensitivity's
10100,74,21,88,,3.8726668842156187,-12559,-3518,0.08596355502267827,reedy Reno's mortgager Greece brightness,cents,holsters
10200,26,37,32,,18.23822652676721,-7806,-179,0.33585384868880097,spectroscopy's exegesis Anton's hedonism cleanlier,perforated,fraud
10300,1,53,39,,6.569526474945282,-781,-14407,0.4396461017290627,directive Russ tracker acquisitiveness's schmoozed,perforated,insensitivity's
10400,38,44,91,,19.4975541684235,-11316,-10570,0.8062930736743712,impressing parentage's suffrage's discerns Catalonia's,perforated,fraud
10500,14,52,5,,8.796735744258669,7703,-12472,0.29147037824940636,upturning reorganized vulgarization's apparatus exploitation's,perforated,millionth
10600,62,74,7,,17.30644990884594,-11240,2307,0.7688025540591584,elucidate bloodbaths fleet postdating contumely,quicksilver,holsters
10700,29,94,23,,33.27364806226748,11654,4309,0.8440133613305946,schtick medley sinecure impeach cis,statehood's,insensitivity's
10800,42,3,22,,1.7832380432294759,-686,6159,0.3041034373352438,unwitting lymphoma transitioning hoarse smokiness's,perforated,above's
10900,42,99,32,,38.230700071650354,2495,15299,0.30327563429016,Whittier's relevant progressed repeats reflector,perforated,holsters
11000,54,89,63,,1.7817911460203284,-2953,10711,0.8832560608569865,refurbished genius's Kahlua's pailful's Beretta's,astronautics's,commingle
11100,35,52,57,,35.94015375843932,-20143,6358,0.9437138352366942,bridgehead's cataclysm meticulousness's smuggest worshiper's,statehood's,millionth
11200,71,62,50,,8.969729472907787,4494,-11222,0.8516464112248772,sixteenths chessboard's droves contemplation Brussels's,humiliation's,womanhood's
11300,64,51,0,,20.57141048439176,-2959,16737,0.9720181336583175,bookkeepers mainstreaming Beelzebub apocalypses supervisor's,elopes,above's
11400,42,42,74,,28.48524139184086,4091,-4602,0.06072952657138819,Bullock mustache whines impulsive perils,misjudgement's,millionth
11500,85,94,16,,29.285311769004405,-1953,-9095,0.07530659433736397,cannonballs recanting aneurism unsightliest absorbent's,quicksilver,February
11600,79,62,70,,38.125415579066974,-13104,-6410,0.6800619824449126,hectoring Dubuque confinements Shakespeare drizzle,astronautics's,skillet
11700,35,42,60,,6.430436994441822,6058,10296,0.9974349724629992,seditious overdressed mantises impediments Wake's,astronautics's,February
11800,76,75,17,,0.0369708345881925,-9585,6523,0.8928103416031155,sunflower barbiturate scherzo crosswise fainting,salaam's,dovetails
11900,54,95,4,,36.71794036774406,-7419,-8982,0.49083454028801565,unsold councils artichoke's worsting EEG,humiliation's,dovetails
12000,12,61,12,,5.124283576582034,-15982,2188,0.37995334498112665,Bronson sunrises implicitly facsimile experimenters,salaam's,commingle
12100,49,88,95,,35.334560992392696,-5709,-11985,0.4917073093630828,unpleasantness's Potemkin's deadbolts snooping announcement's,quicksilver,millionth
12200,69,67,29,,1.8330042695929327,-3925,-11305,0.6131948778417321,Albion conspirators bellicosity's dais brimfull,elopes,womanhood's
12300,11,27,99,,19.787390645550165,-13297,-5795,0.7004796188796844,excoriate repression's Chandrasekhar Karaganda's matching,humiliation's,skillet
12400,20,76,29,,22.99861584905799,5722,7054,0.7534760927315768,tummy cotter's premeditate tabloid's Basra,humiliation's,above's
12500,37,64,77,,16.78800605361635,-9275,6992,0.11726189930896591,cruxes gyro's subdivide unscathed intelligibility's,humiliation's,holsters
12600,66,90,73,,2.3904421347552063,-7524,-3108,0.37828294758186976,Wigner flavorful snivelled Alamo's polygamist,misjudgement's,fraud
12700,17,66,65,,14.546899750838062,-2786,5710,0.9049919435929097,unkempt streptomycin architectural besom patientest,cents,above's
12800,26,16,77,,19.465099066004136,-10813,1760,0.19738304779981275,trachea's encouragement's livability's niftier Chandler's,elopes,commingle
12900,96,51,97,,9.365197842249234,3655,-2423,0.9590265633721484,formalize uninteresting usage's Riesling superficially,humiliation's,commingle
13000,8,36,57,,19.15663741618308,-813,-571,0.4571483357348445,normally indenting fizzy horseradish's inconstancy,humiliation's,millionth
13100,81,26,93,,18.43423181126016,2877,-1863,0.3368553997828032,timetabling botch's Kiwanis's substantive's deputes,quicksilver,fraud
13200,75,55,36,,3.8600576618899307,-10174,12422,0.9874886725646342,remorselessly calculations twerp armistices Macumba's,astronautics's,millionth
13300,59,33,87,,22.39772194755308,2229,21845,0.5233618608297848,midriff whiter prominence gutsiest torment's,salaam's,insensitivity's
13400,62,54,65,,1.651915423374799,2869,4759,0.7557992336118771,around furthermore shoddiness incapable filament's,misjudgement's,fraud
13500,75,9,12,,21.901666747776247,-9450,3238,0.4611330099944765,Foley astringent bacteriology ocean's credited,humiliation's,holsters
13600,20,70,8,,37.732987736655915,2708,5267,0.3560720665762622,cordially Miriam's overpaid Kelly's jailer,perforated,February
13700,68,6,53,,28.601263084012206,9922,-8893,0.7030597526649928,Dianne's tombing mules slacks's Wollstonecraft,cents,insensitivity's
13800,57,95,0,,26.948059943930712,-4745,-1582,0.321954291628716,mangrove impersonated incongruous remainders Bismarck's,salaam's,millionth
13900,12,0,39,,5.372987698935012,-5766,1668,0.2316325961986968,fantasies sicklier irresponsibility's metamorphoses Balthazar,perforated,February
14000,41,61,82,,38.104531331121066,-4871,-8344,0.7264444769341754,bargain resumed besting kitchenettes wheelwright's,misjudgement's,February
14100,34,93,50,,12.823259392462031,-2902,12601,0.4452635573376794,collides snobby strenuousness aviation's songbird's,elopes,womanhood's
14200,97,91,81,,33.17379843744304,-12503,-6685,0.35402989013188835,impishness depopulation Zane gaberdine's anesthesiology's,elopes,commingle
14300,36,16,40,,20.389279910622044,-3511,1953,0.7372817991512053,consultant scientists circumflexes Muse priesthood's,statehood's,above's
14400,73,32,28,,39.67634589015818,12367,-9577,0.470441895762131,substantive heathenish Yerkes's crossbreeding alloys,lamppost,February
14500,89,20,19,,7.746227600897924,2870,14916,0.9315155926880486,sensationally gabby incongruously Lutheranism's compared,elopes,holsters
14600,66,12,99,,29.68272297590446,-8785,16282,0.09844866155364873,far ruminates episcopacy Courtney's keel,statehood's,commingle
14700,34,4,60,,16.156030227540114,3036,8217,0.9737061084808304,applicability's Lubavitcher diffraction tufts Fargo's,salaam's,skillet
14800,36,40,78,,38.81604794648417,7822,-10404,0.695193259416283,halfhearted bilks blockchains pickle paraffin's,perforated,fraud
14900,52,75,28,,30.672400228596352,-186,-10337,0.15769626602653763,reusable indomitably imagines topographer's cockerel's,salaam's,February
15000,75,89,47,,15.674899398402546,-15547,-2438,0.044577318989641235,justifications sublimation factorizing basketball's shirks,misjudgement's,insensitivity's
15100,43,24,84,,34.94196792310453,2985,-4295,0.642607616197698,sideline unsound reflections unruliest daiquiris,perforated,skillet
15200,87,34,14,,15.340618033362059,2118,-13323,0.5906351061437803,rid cropped Tess's Fizeau ascribes,lamppost,womanhood's
15300,27,9,69,,34.935285243643406,8920,7325,0.36626363230954895,shoot's fictitious salvo's putts vireos,statehood's,above's
15400,16,70,40,,12.286328768500052,-1252,15959,0.11301159159259833,ragamuffins Ecuador's scrawled ranks discounting,astronautics's,millionth
15500,19,99,24,,14.36623278592374,-952,-5904,0.18415548527008363,satisfactions hydraulic lamppost sunbonnets inaugurating,salaam's,insensitivity's
15600,19,38,74,,36.2116914806239,-10688,-1112,0.9419501931390563,pranksters harbinger's rigamarole's Baathist's Zamora,elopes,millionth
15700,68,34,40,,13.06630021919013,-5513,14719,0.3566411545061008,dovetailing coherence expostulation's therefore rechecked,cents,insensitivity's
15800,65,46,9,,29.387498543968654,9607,9637,0.8340213754110299,leeriest Recife Gauss parliamentarian's nous,perforated,February
15900,89,33,44,,30.34861537664662,-9257,-7842,0.010802451613392772,bareheaded ware's Pampers innuendos sluing,cents,dovetails
16000,25,16,15,,9.464561594164156,-1559,-3853,0.4907351658433091,Capitoline's Seoul manhunt sorrowing dumfound,humiliation's,commingle
16100,6,78,71,,2.9910726134406573,1525,9914,0.18518473008197645,Mauro's Vlad's anathemas half's depredations,misjudgement's,fraud
16200,16,49,78,,19.66449872652255,-14367,-961,0.2428804655319149,Salazar anchorwoman suture gardener's depoliticizes,cents,above's
16300,65,18,75,,29.098012413736356,-3470,2103,0.25394712304238165,shear crumbing fatalist equestrians plugging,lamppost,dovetails
16400,78,53,91,,35.46674393197752,-10596,-11248,0.8564397177754216,squab's Javanese's Shaun's importunity gaseous,humiliation's,fraud
16500,65,10,73,,33.48143203597489,4087,-20390,0.4824651607168453,beastly rest's menhaden stimulating disinterestedly,cents,womanhood's
16600,6,53,94,,9.418599668100756,1979,5731,0.482608915711188,neighborliness's quantities acceptance's pars churchman's,salaam's,above's
16700,0,82,79,,25.757599450190682,1844,-18340,0.43087036555001723,connotative Gödel's charier transmigration's bisects,lamppost,insensitivity's
16800,13,83,82,,1.9318392855967481,-4953,10168,0.2844657974011777,suppleness's Taney's unevenly nibble's callow,elopes,dovetails
16900,41,15,26,,10.891351503949153,-1323,-8759,0.3653974139212881,BA's trailers flamers humbles rotisserie's,quicksilver,holsters
17000,55,97,30,,29.317304609732386,18268,13350,0.5990168187485134,jailbreaks inaugurated syndrome's doers Hilbert's,lamppost,millionth
17100,94,91,30,,16.43704241909027,8715,-12114,0.790178293819952,lesbianism's refill's assertion Meuse antitoxin,astronautics's,holsters
17200,92,49,15,,19.793463646123183,6617,229,0.15476141822407863,hyperactivity industrialize composition demagogue's suitcase,perforated,dovetails
17300,62,20,18,,18.42015441957456,581,-4208,0.8424290690211261,sunfish's moussed tildes pomposity Pele,salaam's,womanhood's
